t_code_units,ps
1.114200000000000017e+02,7.333797623779800290e+01
1.115200000000000102e+02,7.340379743348800901e+01
1.116200000000000045e+02,7.346961862917800090e+01
1.117199999999999989e+02,7.353543982486800701e+01
1.118200000000000074e+02,7.360126102055799890e+01
1.119200000000000017e+02,7.366708221624800501e+01
1.120200000000000102e+02,7.373290341193801112e+01
1.121200000000000045e+02,7.379872460762800301e+01
1.122199999999999989e+02,7.386454580331799491e+01
1.123200000000000074e+02,7.393036699900800102e+01
1.124200000000000017e+02,7.399618819469800712e+01
1.125200000000000102e+02,7.406200939038801323e+01
1.126200000000000045e+02,7.412783058607800513e+01
1.127199999999999989e+02,7.419365178176799702e+01
1.128200000000000074e+02,7.425947297745800313e+01
1.129200000000000017e+02,7.432529417314799502e+01
1.130200000000000102e+02,7.439111536883800113e+01
1.131200000000000045e+02,7.445693656452800724e+01
1.132199999999999989e+02,7.452275776021799913e+01
1.133200000000000074e+02,7.458857895590800524e+01
1.134200000000000017e+02,7.465440015159799714e+01
1.135200000000000102e+02,7.472022134728800324e+01
1.136200000000000045e+02,7.478604254297800935e+01
1.137199999999999989e+02,7.485186373866800125e+01
1.138200000000000074e+02,7.491768493435800735e+01
1.139200000000000017e+02,7.498350613004799925e+01
1.140200000000000102e+02,7.504932732573800536e+01
1.141200000000000045e+02,7.511514852142799725e+01
1.142199999999999989e+02,7.518096971711800336e+01
1.143200000000000074e+02,7.524679091280800947e+01
1.144200000000000017e+02,7.531261210849800136e+01
1.145200000000000102e+02,7.537843330418800747e+01
1.146200000000000045e+02,7.544425449987799936e+01
1.147199999999999989e+02,7.551007569556800547e+01
1.148200000000000074e+02,7.557589689125801158e+01
1.149200000000000017e+02,7.564171808694800347e+01
1.150200000000000102e+02,7.570753928263800958e+01
1.151200000000000045e+02,7.577336047832800148e+01
1.152199999999999989e+02,7.583918167401799337e+01
1.153200000000000074e+02,7.590500286970799948e+01
1.154200000000000017e+02,7.597082406539800559e+01
1.155200000000000102e+02,7.603664526108801169e+01
1.156200000000000045e+02,7.610246645677800359e+01
1.157199999999999989e+02,7.616828765246799549e+01
1.158200000000000074e+02,7.623410884815800159e+01
1.159200000000000017e+02,7.629993004384800770e+01
1.160200000000000102e+02,7.636575123953801381e+01
1.161200000000000045e+02,7.643157243522800570e+01
